,STREET,PARTY,COUNT
1756,"ESTATES DR, ATHENS",None,29
1757,"ESTATES DR, ATHENS",D,25
1758,"ESTATES DR, ATHENS",R,9
1759,"LINCOLN ST, ATHENS",None,5
1760,"LINCOLN ST, ATHENS",D,7
1761,"LINCOLN ST, ATHENS",R,1
1762,"N BLACKBURN RD, ATHENS",D,22
1763,"N BLACKBURN RD, ATHENS",None,25
1764,"N BLACKBURN RD, ATHENS",R,8
1765,"N LIBERTY ST, AMESVILLE",None,9
1766,"N LIBERTY ST, AMESVILLE",D,4
1767,"N LIBERTY ST, AMESVILLE",R,6
1768,"FAYETTE ST, NELSONVILLE",None,32
1769,"FAYETTE ST, NELSONVILLE",D,15
1770,"FAYETTE ST, NELSONVILLE",R,1
1771,"CHESSER RD, ALBANY",D,8
1772,"CHESSER RD, ALBANY",None,15
1773,"CHESSER RD, ALBANY",R,7
1774,"LORENE AVE, ATHENS",D,18
1775,"LORENE AVE, ATHENS",None,19
1776,"LORENE AVE, ATHENS",R,2
1777,"CRABTREE RD, ALBANY",R,3
1778,"CRABTREE RD, ALBANY",None,19
1779,"CRABTREE RD, ALBANY",D,5
1780,"N HARPER ST, NELSONVILLE",None,14
1781,"N HARPER ST, NELSONVILLE",D,3
1782,"N HARPER ST, NELSONVILLE",R,2
1783,"JONATHAN LN, ALBANY",None,12
1784,"JONATHAN LN, ALBANY",D,1
1785,"JONATHAN LN, ALBANY",R,1
1786,"MILL SCHOOL RD, GUYSVILLE",None,25
1787,"MILL SCHOOL RD, GUYSVILLE",R,22
1788,"MILL SCHOOL RD, GUYSVILLE",D,7
1789,"OLD SR 56, ATHENS",None,6
1790,"OLD SR 56, ATHENS",D,6
1791,"NORTH ST, COOLVILLE",None,11
1792,"NORTH ST, COOLVILLE",R,7
1793,"NORTH ST, COOLVILLE",D,2
1794,"HARTMAN RD, THE PLAINS",None,27
1795,"HARTMAN RD, THE PLAINS",R,6
1796,"HARTMAN RD, THE PLAINS",D,6
1797,"WYNNLANE RD, STEWART",D,1
1798,"TULANE RD, ATHENS",None,9
1799,"TULANE RD, ATHENS",D,9
1800,"TULANE RD, ATHENS",R,1
1801,"CLINTON ST, NELSONVILLE",None,5
1802,"CLINTON ST, NELSONVILLE",D,2
1803,"CLINTON ST, NELSONVILLE",R,1
1804,"ANN ST, ATHENS",None,9
1805,"ANN ST, ATHENS",D,3
1806,"BEAN HOLLOW RD, ATHENS",None,16
1807,"BEAN HOLLOW RD, ATHENS",D,13
1808,"BEAN HOLLOW RD, ATHENS",R,3
1809,"ROY AVE, THE PLAINS",None,35
1810,"ROY AVE, THE PLAINS",D,3
1811,"ROY AVE, THE PLAINS",R,4
1812,"MELNOR DR, ATHENS",None,14
1813,"MELNOR DR, ATHENS",D,3
1814,"MCGRAW RD, STEWART",None,8
1815,"MCGRAW RD, STEWART",R,1
1816,"CRESTVIEW DR, THE PLAINS",None,2
1817,"CRESTVIEW DR, THE PLAINS",R,1
1818,"PEARL WOOD RD, ALBANY",None,17
1819,"PEARL WOOD RD, ALBANY",D,9
1820,"PEARL WOOD RD, ALBANY",R,11
1821,"MOUNTAIN ASH RD, GLOUSTER",None,1
1822,"TERRACE DR, GLOUSTER",None,15
1823,"CARR HOLLOW RD, MILLFIELD",None,9
1824,"CARR HOLLOW RD, MILLFIELD",R,2
1825,"BEAL RD, ATHENS",None,13
1826,"BEAL RD, ATHENS",R,11
1827,"BEAL RD, ATHENS",D,20
1828,"PENNINGTON LN, ATHENS",None,12
1829,"PENNINGTON LN, ATHENS",D,4
1830,"PENNINGTON LN, ATHENS",R,7
1831,"TEN SPOT RD, NELSONVILLE",None,11
1832,"TEN SPOT RD, NELSONVILLE",R,8
1833,"TEN SPOT RD, NELSONVILLE",D,4
1834,"SWINDELL RD, GLOUSTER",None,4
1835,"SWINDELL RD, GLOUSTER",R,2
1836,"COLUMBIA RD, ALBANY",None,9
1837,"COLUMBIA RD, ALBANY",R,9
1838,"COLUMBIA RD, ALBANY",D,1
1839,"EDEN PL, ATHENS",None,34
1840,"EDEN PL, ATHENS",D,32
1841,"EDEN PL, ATHENS",R,4
1842,"E MAIN ST, GLOUSTER",None,9
1843,"E MAIN ST, GLOUSTER",D,2
1844,"E MAIN ST, GLOUSTER",R,4
1845,"BRYAN RD, ATHENS",D,7
1846,"BRYAN RD, ATHENS",None,3
1847,"BRYAN RD, ATHENS",R,1
1848,"OLD SEVEN RD, COOLVILLE",None,22
1849,"OLD SEVEN RD, COOLVILLE",R,2
1850,"OLD SEVEN RD, COOLVILLE",D,2
1851,"BROWN RD, ATHENS",None,10
1852,"BROWN RD, ATHENS",D,8
1853,"HOUSTON RD, LITTLE HOCKING",D,4
1854,"HOUSTON RD, LITTLE HOCKING",None,17
1855,"HOUSTON RD, LITTLE HOCKING",R,4
1856,"SWART RD, ALBANY",R,15
1857,"SWART RD, ALBANY",None,25
1858,"SWART RD, ALBANY",D,16
1859,"S OAKLEY DR, GLOUSTER",D,2
1860,"S OAKLEY DR, GLOUSTER",None,5
1861,"PINE GROVE DR, NELSONVILLE",None,39
1862,"PINE GROVE DR, NELSONVILLE",R,14
1863,"PINE GROVE DR, NELSONVILLE",D,20
1864,"PLEASANT VALLEY LN, ATHENS",None,2
1865,"PLEASANT VALLEY LN, ATHENS",D,2
1866,"CARR BAILEY RD, MILLFIELD",None,12
1867,"CARR BAILEY RD, MILLFIELD",R,3
1868,"CARR BAILEY RD, MILLFIELD",D,5
1869,"EDWARDS ST, NELSONVILLE",D,2
1870,"EDWARDS ST, NELSONVILLE",None,12
1871,"EDWARDS ST, NELSONVILLE",R,2
1872,"CURRAN DR, ATHENS",None,4
1873,"CURRAN DR, ATHENS",D,1
1874,"SETTY RD, ALBANY",None,27
1875,"SETTY RD, ALBANY",R,16
1876,"SETTY RD, ALBANY",D,4
1877,"GREINER RD, GUYSVILLE",None,9
1878,"GREINER RD, GUYSVILLE",R,2
1879,"WONDER HILLS DR, ATHENS",None,21
1880,"WONDER HILLS DR, ATHENS",D,12
1881,"WONDER HILLS DR, ATHENS",R,3
1882,"ST JOHN ST, NELSONVILLE",None,20
1883,"ST JOHN ST, NELSONVILLE",D,4
1884,"WEND RD, NELSONVILLE",R,1
1885,"WEND RD, NELSONVILLE",None,3
1886,"MCVEY RD, ALBANY",R,6
1887,"MCVEY RD, ALBANY",None,5
1888,"MCVEY RD, ALBANY",D,2
1889,"SR 682, THE PLAINS",None,31
1890,"SR 682, THE PLAINS",R,10
1891,"SR 682, THE PLAINS",D,12
1892,"N THIRD ST, JACKSONVILLE",None,3
1893,"N THIRD ST, JACKSONVILLE",R,2
1894,"OAKDALE RD, GLOUSTER",None,62
1895,"OAKDALE RD, GLOUSTER",D,23
1896,"OAKDALE RD, GLOUSTER",R,8
1897,"MEADOW LN, ATHENS",None,19
1898,"MEADOW LN, ATHENS",D,19
1899,"MEADOW LN, ATHENS",R,3
1900,"FOURTH ST, BUCHTEL",None,4
1901,"FOURTH ST, BUCHTEL",R,4
1902,"FOURTH ST, BUCHTEL",D,1
1903,"EUCLID DR, ATHENS",None,23
1904,"EUCLID DR, ATHENS",D,24
1905,"EUCLID DR, ATHENS",R,2
1906,"EIGHTH ST, COOLVILLE",D,1
1907,"CLEARVIEW DR, ATHENS",None,6
1908,"CLEARVIEW DR, ATHENS",D,4
1909,"CLEARVIEW DR, ATHENS",R,1
1910,"CLARK ST, ATHENS",None,27
1911,"CLARK ST, ATHENS",D,7
1912,"HILL ST, GLOUSTER",None,15
1913,"HILL ST, GLOUSTER",D,2
1914,"HILL ST, GLOUSTER",R,3
1915,"ROSEWOOD LN, ATHENS",D,17
1916,"ROSEWOOD LN, ATHENS",None,20
1917,"ROSEWOOD LN, ATHENS",R,11
1918,"RIDGEVIEW RD, ATHENS",None,8
1919,"RIDGEVIEW RD, ATHENS",R,4
1920,"RIDGEVIEW RD, ATHENS",D,2
1921,"LINSCOTT RUN RD, AMESVILLE",None,6
1922,"LINSCOTT RUN RD, AMESVILLE",R,4
1923,"LINSCOTT RUN RD, AMESVILLE",D,6
1924,"ALTON ST, ALBANY",None,14
1925,"ALTON ST, ALBANY",R,4
1926,"ALTON ST, ALBANY",D,5
1927,"BOYER RD, GUYSVILLE",R,2
1928,"BOYER RD, GUYSVILLE",None,8
1929,"WALNUT ST, THE PLAINS",None,6
1930,"WALNUT ST, THE PLAINS",D,7
1931,"WALNUT ST, THE PLAINS",R,5
1932,"FROST RD, COOLVILLE",None,22
1933,"FROST RD, COOLVILLE",D,4
1934,"FROST RD, COOLVILLE",R,2
1935,"BOYD ST, ATHENS",None,2
1936,"BOYD ST, ATHENS",D,2
1937,"IMPERIAL ST, NELSONVILLE",None,14
1938,"IMPERIAL ST, NELSONVILLE",R,1
1939,"IMPERIAL ST, NELSONVILLE",D,5
1940,"MAPLE ST, TRIMBLE",None,16
1941,"MAPLE ST, TRIMBLE",D,3
1942,"MAPLE ST, TRIMBLE",R,4
1943,"SECOND ST, COOLVILLE",None,2
1944,"CLIFFSIDE RD, COOLVILLE",None,5
1945,"CLIFFSIDE RD, COOLVILLE",D,2
1946,"CLIFFSIDE RD, COOLVILLE",R,2
1947,"CHURCH ST, GUYSVILLE",None,4
1948,"EVERGREEN DR, ALBANY",None,5
1949,"EVERGREEN DR, ALBANY",R,7
1950,"LEE ST, ALBANY",None,11
1951,"LEE ST, ALBANY",R,2
1952,"PETTIT RD, ALBANY",None,9
1953,"PETTIT RD, ALBANY",R,11
1954,"PETTIT RD, ALBANY",D,1
1955,"1/2 N HIGH ST, ATHENS",None,1
1956,"1/2 N HIGH ST, ATHENS",D,1
1957,"BESSEMER RD, NELSONVILLE",None,35
1958,"BESSEMER RD, NELSONVILLE",D,8
1959,"BESSEMER RD, NELSONVILLE",R,7
1960,"BROADWAY ST, COOLVILLE",R,3
1961,"BROADWAY ST, COOLVILLE",None,10
1962,"E FRANKLIN ST, NELSONVILLE",D,8
1963,"E FRANKLIN ST, NELSONVILLE",None,13
1964,"E FRANKLIN ST, NELSONVILLE",R,4
1965,"CAMPBELL RD, ATHENS",None,22
1966,"CAMPBELL RD, ATHENS",R,1
1967,"CAMPBELL RD, ATHENS",D,3
1968,"NORTH HILL DR, ATHENS",None,2
1969,"NORTH HILL DR, ATHENS",D,3
1970,"NORTH HILL DR, ATHENS",R,1
1971,"1/2 SUMMIT ST, GLOUSTER",None,2
1972,"WILLOW CREEK RD, ATHENS",None,19
1973,"WILLOW CREEK RD, ATHENS",D,10
1974,"WILLOW CREEK RD, ATHENS",R,3
1975,"ELIZABETH DR, ATHENS",None,9
1976,"ELIZABETH DR, ATHENS",D,7
1977,"1/2 E FIRST ST, THE PLAINS",None,3
1978,"VIVIAN RD, ALBANY",D,8
1979,"VIVIAN RD, ALBANY",None,7
1980,"VIVIAN RD, ALBANY",R,3
1981,"MONTROSE AVE, ATHENS",None,9
1982,"MONTROSE AVE, ATHENS",D,1
1983,"TENTH ST, COOLVILLE",None,7
1984,"TENTH ST, COOLVILLE",D,1
1985,"TENTH ST, COOLVILLE",R,2
1986,"MOYIS RD, COOLVILLE",None,13
1987,"MOYIS RD, COOLVILLE",D,1
1988,"MOYIS RD, COOLVILLE",R,1
1989,"GROSVENOR ST, NELSONVILLE",R,3
1990,"GROSVENOR ST, NELSONVILLE",None,6
1991,"GROSVENOR ST, NELSONVILLE",D,1
1992,"1/2 S SEVENTH ST, JACKSONVILLE",R,2
1993,"TUCKER RUN RD, ATHENS",None,8
1994,"TUCKER RUN RD, ATHENS",R,1
1995,"TUCKER RUN RD, ATHENS",D,3
1996,"S POPLAR DR, GLOUSTER",R,5
1997,"S POPLAR DR, GLOUSTER",None,28
1998,"S POPLAR DR, GLOUSTER",D,9
1999,"JACKSONVILLE RD, MILLFIELD",R,4
2000,"JACKSONVILLE RD, MILLFIELD",None,23
2001,"JACKSONVILLE RD, MILLFIELD",D,7
2002,"ENLOW RD, ALBANY",None,10
2003,"ENLOW RD, ALBANY",R,1
2004,"HILL AVE, ALBANY",None,16
2005,"HILL AVE, ALBANY",D,4
2006,"HILL AVE, ALBANY",R,4
2007,"SWETT HOLLOW RD, MILLFIELD",None,31
2008,"SWETT HOLLOW RD, MILLFIELD",D,7
2009,"SWETT HOLLOW RD, MILLFIELD",R,7
2010,"CLARKS CHAPEL RD, ATHENS",None,10
2011,"CLARKS CHAPEL RD, ATHENS",D,10
2012,"CLARKS CHAPEL RD, ATHENS",R,1
2013,"ROBIN HILL LN, ATHENS",None,1
2014,"ROBIN HILL LN, ATHENS",R,1
2015,"ROBIN HILL LN, ATHENS",D,5
2016,"NURAD RD, ATHENS",None,29
2017,"NURAD RD, ATHENS",R,10
2018,"NURAD RD, ATHENS",D,17
2019,"FIVE POINTS RD, ATHENS",None,32
2020,"FIVE POINTS RD, ATHENS",R,11
2021,"FIVE POINTS RD, ATHENS",D,10
2022,"KEIRNS RD, MILLFIELD",D,5
2023,"KEIRNS RD, MILLFIELD",None,8
2024,"KEIRNS RD, MILLFIELD",R,3
2025,"CRIHFIELD DR, NELSONVILLE",D,5
2026,"CRIHFIELD DR, NELSONVILLE",None,22
2027,"1/2 BRAUN ST, GLOUSTER",None,3
2028,"JOYCE RD, ATHENS",None,2
2029,"JOYCE RD, ATHENS",D,1
2030,"NEW MARSHFIELD RD, ATHENS",None,5
2031,"NEW MARSHFIELD RD, ATHENS",R,4
2032,"UNIVERSITY HTS, ATHENS",D,13
2033,"UNIVERSITY HTS, ATHENS",None,8
2034,"UNIVERSITY HTS, ATHENS",R,4
2035,"FAIRLAWN AVE, GLOUSTER",None,25
2036,"FAIRLAWN AVE, GLOUSTER",D,6
2037,"SCOTT ST, NELSONVILLE",R,3
2038,"SCOTT ST, NELSONVILLE",None,8
2039,"SCOTT ST, NELSONVILLE",D,1
2040,"SHADE CREEK RD, GUYSVILLE",None,8
2041,"SHADE CREEK RD, GUYSVILLE",R,3
2042,"HENRY RD, AMESVILLE",None,11
2043,"HENRY RD, AMESVILLE",D,7
2044,"HENRY RD, AMESVILLE",R,3
2045,"RARDIN DR, ATHENS",None,12
2046,"RARDIN DR, ATHENS",R,1
2047,"RARDIN DR, ATHENS",D,10
2048,"HOON DR, ATHENS",None,9
2049,"HOON DR, ATHENS",D,1
2050,"TWIN OAKS DR, GUYSVILLE",None,4
2051,"CASTLE RUN WAY, THE PLAINS",None,8
2052,"CASTLE RUN WAY, THE PLAINS",D,2
2053,"CASTLE RUN WAY, THE PLAINS",R,3
2054,"HEBBARDSVILLE RD, ALBANY",D,9
2055,"HEBBARDSVILLE RD, ALBANY",None,31
2056,"HEBBARDSVILLE RD, ALBANY",R,13
2057,"N CONCORD RD, GLOUSTER",None,6
2058,"N CONCORD RD, GLOUSTER",D,1
2059,"N CONCORD RD, GLOUSTER",R,3
2060,"1/2 CROSS ST, THE PLAINS",D,2
2061,"1/2 CROSS ST, THE PLAINS",None,4
2062,"JEFF LN, ATHENS",None,6
2063,"JEFF LN, ATHENS",D,3
2064,"WARREN RD, ATHENS",None,12
2065,"WARREN RD, ATHENS",D,7
2066,"ATKINS ST, GLOUSTER",R,3
2067,"ATKINS ST, GLOUSTER",None,9
2068,"ATKINS ST, GLOUSTER",D,5
2069,"SAND HILL RD, COOLVILLE",None,6
2070,"FIRST ST, GLOUSTER",None,5
2071,"FIRST ST, GLOUSTER",D,2
2072,"GRAND ST, COOLVILLE",None,6
2073,"GARY DR, THE PLAINS",None,8
2074,"GARY DR, THE PLAINS",D,1
2075,"GARY DR, THE PLAINS",R,3
2076,"1/2 W WASHINGTON ST, NELSONVILLE",None,3
2077,"1/2 W WASHINGTON ST, NELSONVILLE",R,2
2078,"1/2 W WASHINGTON ST, NELSONVILLE",D,2
2079,"HAMILL RD, ALBANY",R,4
2080,"HAMILL RD, ALBANY",None,3
2081,"HAMILL RD, ALBANY",D,3
2082,"CANAANVILLE HILLS RD, ATHENS",None,7
2083,"CANAANVILLE HILLS RD, ATHENS",R,3
2084,"CANAANVILLE HILLS RD, ATHENS",D,1
2085,"GROVER ST, NELSONVILLE",D,9
2086,"GROVER ST, NELSONVILLE",None,18
2087,"LONGMEADOW LN, ATHENS",None,11
2088,"LONGMEADOW LN, ATHENS",R,1
2089,"LONGMEADOW LN, ATHENS",D,8
2090,"LEODA RD, ATHENS",None,5
2091,"LEODA RD, ATHENS",D,3
2092,"LEODA RD, ATHENS",R,1
2093,"OAK ST, ATHENS",None,15
2094,"OAK ST, ATHENS",D,1
2095,"EVANS ST, ATHENS",None,2
2096,"HOOVER RD, ATHENS",None,7
2097,"HOOVER RD, ATHENS",D,8
2098,"HOOVER RD, ATHENS",R,5
2099,"W MAIN ST, GLOUSTER",R,1
2100,"W MAIN ST, GLOUSTER",None,3
2101,"1/2 N SHAFER ST, ATHENS",None,4
2102,"BELL RD, MILLFIELD",D,4
2103,"BELL RD, MILLFIELD",None,21
2104,"BELL RD, MILLFIELD",R,7
2105,"CRESTVIEW DR, ATHENS",D,7
2106,"CRESTVIEW DR, ATHENS",None,12
2107,"NULL RD, COOLVILLE",None,24
2108,"NULL RD, COOLVILLE",R,6
2109,"STEPHENSON ST, BUCHTEL",None,4
2110,"STEPHENSON ST, BUCHTEL",R,3
2111,"ELLIS AVE, ATHENS",None,2
2112,"ELLIS AVE, ATHENS",D,4
2113,"LAUGHLIN HILL RD, ATHENS",None,8
2114,"LAUGHLIN HILL RD, ATHENS",R,1
2115,"LAUGHLIN HILL RD, ATHENS",D,6
2116,"ZION RD, SHADE",D,6
2117,"ZION RD, SHADE",None,7
2118,"ZION RD, SHADE",R,6
2119,"VALLEY DR, THE PLAINS",None,15
2120,"VALLEY DR, THE PLAINS",D,9
2121,"VALLEY DR, THE PLAINS",R,1
2122,"1/2 W CARPENTER ST, ATHENS",None,2
2123,"HOUSTON RD, GLOUSTER",None,3
2124,"WALNUT ST, GLOUSTER",None,21
2125,"WALNUT ST, GLOUSTER",D,11
2126,"WALNUT ST, GLOUSTER",R,7
2127,"HARRIS DR, AMESVILLE",R,1
2128,"RAYMAR DR, ALBANY",None,10
2129,"RAYMAR DR, ALBANY",R,5
2130,"RAYMAR DR, ALBANY",D,2
2131,"BARROWS RD, ATHENS",None,13
2132,"BARROWS RD, ATHENS",R,1
2133,"BARROWS RD, ATHENS",D,3
2134,"WOODSIDE DR, ATHENS",None,10
2135,"WOODSIDE DR, ATHENS",D,5
2136,"WOODSIDE DR, ATHENS",R,2
2137,"KIMES LN, ATHENS",D,9
2138,"KIMES LN, ATHENS",None,4
2139,"KIMES LN, ATHENS",R,3
2140,"MCGUR RD, STEWART",None,8
2141,"MCGUR RD, STEWART",R,3
2142,"ROUNDHOUSE RD, NEW MARSHFIELD",None,22
2143,"ROUNDHOUSE RD, NEW MARSHFIELD",R,7
2144,"ROUNDHOUSE RD, NEW MARSHFIELD",D,11
2145,"COLLEGE ST, ALBANY",None,2
2146,"COLLEGE ST, ALBANY",D,2
2147,"ORCHARD LN, ATHENS",None,6
2148,"ORCHARD LN, ATHENS",D,5
2149,"ORCHARD LN, ATHENS",R,1
2150,"COUNTRY CLUB RD, ATHENS",D,13
2151,"COUNTRY CLUB RD, ATHENS",None,10
2152,"COUNTRY CLUB RD, ATHENS",R,6
2153,"PHILIPSBURG RD, STEWART",None,5
2154,"CARROLL RD, ATHENS",None,54
2155,"CARROLL RD, ATHENS",D,30
2156,"CARROLL RD, ATHENS",R,8
2157,"FORK ST, BUCHTEL",None,12
2158,"FORK ST, BUCHTEL",D,2
2159,"WALLBROWN RD, ATHENS",None,6
2160,"WALLBROWN RD, ATHENS",D,1
2161,"MOORE RD, GLOUSTER",None,9
2162,"MOORE RD, GLOUSTER",R,2
2163,"EDGEWOOD CT, ATHENS",None,7
2164,"EDGEWOOD CT, ATHENS",R,1
2165,"OAKWOOD DR, ATHENS",None,6
2166,"OAKWOOD DR, ATHENS",R,2
2167,"OAKWOOD DR, ATHENS",D,1
2168,"FAIRVIEW ST, NELSONVILLE",None,11
2169,"FAIRVIEW ST, NELSONVILLE",R,2
2170,"FAIRVIEW ST, NELSONVILLE",D,2
2171,"CAMPBELL ST, NELSONVILLE",None,1
2172,"CAMPBELL ST, NELSONVILLE",D,2
2173,"FRANK ST, NELSONVILLE",None,5
2174,"FRANK ST, NELSONVILLE",D,4
2175,"NINTH ST, COOLVILLE",None,1
2176,"SYCAMORE ST, GLOUSTER",None,10
2177,"SYCAMORE ST, GLOUSTER",D,2
2178,"INMAN RD, STEWART",None,4
2179,"FELTON RD, STEWART",None,16
2180,"FELTON RD, STEWART",D,1
2181,"FELTON RD, STEWART",R,4
2182,"TYLER CT, GLOUSTER",None,5
2183,"TYLER CT, GLOUSTER",R,3
2184,"TYLER CT, GLOUSTER",D,1
2185,"BRAUN ST, GLOUSTER",None,32
2186,"BRAUN ST, GLOUSTER",D,6
2187,"BRAUN ST, GLOUSTER",R,5
2188,"LOUISA AVE, ALBANY",None,9
2189,"LOUISA AVE, ALBANY",R,13
2190,"LOUISA AVE, ALBANY",D,3
2191,"PLEASANTON RD, ATHENS",None,35
2192,"PLEASANTON RD, ATHENS",D,7
2193,"PLEASANTON RD, ATHENS",R,16
2194,"W HIGH ST, NELSONVILLE",None,13
2195,"W HIGH ST, NELSONVILLE",D,1
2196,"WARREN DR, NELSONVILLE",None,4
2197,"WARREN DR, NELSONVILLE",D,3
2198,"DEAN RD, GLOUSTER",None,7
2199,"DEAN RD, GLOUSTER",R,3
2200,"SANDUSKY RD, ALBANY",None,14
2201,"SANDUSKY RD, ALBANY",D,9
2202,"SANDUSKY RD, ALBANY",R,3
2203,"JORDAN RUN RD, COOLVILLE",None,14
2204,"JORDAN RUN RD, COOLVILLE",D,3
2205,"JORDAN RUN RD, COOLVILLE",R,1
2206,"JACKSON DR, THE PLAINS",None,3
2207,"JACKSON DR, THE PLAINS",D,6
2208,"ELM ST, THE PLAINS",None,7
2209,"ELM ST, THE PLAINS",D,5
2210,"1/2 WALKER ST, ATHENS",None,1
2211,"WAIBEL FARM RD, COOLVILLE",None,3
2212,"TELEPHONE TOWER RD, AMESVILLE",None,6
2213,"S CLINTON ST, THE PLAINS",None,1
2214,"S CLINTON ST, THE PLAINS",D,2
2215,"NEW ST, GLOUSTER",None,14
2216,"NEW ST, GLOUSTER",D,7
2217,"NEW ST, GLOUSTER",R,3
2218,"MURPHY RD, AMESVILLE",None,13
2219,"MURPHY RD, AMESVILLE",R,4
2220,"MURPHY RD, AMESVILLE",D,1
2221,"DOGWOOD DR, ATHENS",None,5
2222,"DOGWOOD DR, ATHENS",D,5
2223,"DOGWOOD DR, ATHENS",R,4
2224,"1/2 MULLIGAN RD, ATHENS",D,2
2225,"1/2 MULLIGAN RD, ATHENS",R,3
2226,"1/2 POPLAR ST, NELSONVILLE",None,2
2227,"SHELLEY DR, ATHENS",None,4
2228,"SHELLEY DR, ATHENS",R,2
2229,"SHELLEY DR, ATHENS",D,3
2230,"KING RD, SHADE",None,1
2231,"KING RD, SHADE",R,3
2232,"KING RD, SHADE",D,2
2233,"1/2 MORGAN ST, GLOUSTER",None,3
2234,"N SEVENTH ST, JACKSONVILLE",None,5
2235,"WHITES RD, NELSONVILLE",None,9
2236,"WHITES RD, NELSONVILLE",D,2
2237,"WHITES RD, NELSONVILLE",R,1
2238,"LYONS ST, COOLVILLE",None,5
2239,"LYONS ST, COOLVILLE",R,2
2240,"LYONS ST, COOLVILLE",D,4
2241,"LOTTRIDGE RD, GUYSVILLE",R,5
2242,"LOTTRIDGE RD, GUYSVILLE",None,20
2243,"LOTTRIDGE RD, GUYSVILLE",D,4
2244,"FIRST ST, NELSONVILLE",None,1
2245,"OLD SR 78, GLOUSTER",None,10
2246,"OLD SR 78, GLOUSTER",R,6
2247,"OLD SR 78, GLOUSTER",D,4
2248,"HERON POINTE, ALBANY",None,3
2249,"HERON POINTE, ALBANY",D,6
2250,"HERON POINTE, ALBANY",R,4
2251,"RING ST, ATHENS",R,1
2252,"RING ST, ATHENS",None,4
2253,"RING ST, ATHENS",D,1
2254,"LAKE HILL RD, ATHENS",None,2
2255,"LAKE HILL RD, ATHENS",D,2
2256,"WILLIAMS AVE, GLOUSTER",D,1
2257,"WILLIAMS AVE, GLOUSTER",R,1
2258,"WILLIAMS AVE, GLOUSTER",None,7
2259,"DOOLITTLE HILL RD, NELSONVILLE",None,1
2260,"FOREST ST, ATHENS",None,11
2261,"FOREST ST, ATHENS",D,13
2262,"FOREST ST, ATHENS",R,1
2263,"CHERRY ST, NELSONVILLE",None,8
2264,"CHERRY ST, NELSONVILLE",D,3
2265,"E HORNSBY RD, COOLVILLE",None,6
2266,"E HORNSBY RD, COOLVILLE",D,2
2267,"E HORNSBY RD, COOLVILLE",R,1
2268,"MONROE ST, NELSONVILLE",None,7
2269,"MONROE ST, NELSONVILLE",R,1
2270,"MOUND ST, THE PLAINS",None,21
2271,"MOUND ST, THE PLAINS",D,9
2272,"MOUND ST, THE PLAINS",R,10
2273,"BLACKWOOD RD, GUYSVILLE",R,8
2274,"BLACKWOOD RD, GUYSVILLE",None,8
2275,"ANNETTE DR, ATHENS",D,3
2276,"ANNETTE DR, ATHENS",None,7
2277,"ANNETTE DR, ATHENS",R,1
2278,"1/2 SECOND ST, STEWART",None,1
2279,"1/2 SECOND ST, STEWART",D,1
2280,"1/2 CARROLL RD, ATHENS",None,2
2281,"1/2 CARROLL RD, ATHENS",R,1
2282,"S HIGH ST, ATHENS",None,19
2283,"S HIGH ST, ATHENS",R,1
2284,"S HIGH ST, ATHENS",D,1
2285,"TOWN ST, GLOUSTER",None,12
2286,"TOWN ST, GLOUSTER",D,4
2287,"GIBBS RD, SHADE",None,7
2288,"GIBBS RD, SHADE",R,1
2289,"SR 329, GLOUSTER",None,14
2290,"SR 329, GLOUSTER",R,1
2291,"SR 329, GLOUSTER",D,4
2292,"1/2 COLUMBIA AVE, ATHENS",None,1
2293,"1/2 COLUMBIA AVE, ATHENS",D,2
2294,"ROSE AVE, ATHENS",None,11
2295,"ROSE AVE, ATHENS",D,3
2296,"HAMLEY RUN RD, NELSONVILLE",None,12
2297,"HAMLEY RUN RD, NELSONVILLE",D,6
2298,"HAMLEY RUN RD, NELSONVILLE",R,2
2299,"TWIST TAIL RD, MILLFIELD",None,8
2300,"TWIST TAIL RD, MILLFIELD",D,2
2301,"TWIST TAIL RD, MILLFIELD",R,2
2302,"SYCAMORE ST, CHAUNCEY",None,9
2303,"SYCAMORE ST, CHAUNCEY",R,1
2304,"LARSONS WAY, ATHENS",None,6
2305,"LARSONS WAY, ATHENS",D,9
2306,"LARSONS WAY, ATHENS",R,1
2307,"DIAMOND ST, NELSONVILLE",None,5
2308,"DIAMOND ST, NELSONVILLE",R,2
2309,"FOURTH ST, CHAUNCEY",None,2
2310,"FOURTH ST, CHAUNCEY",D,1
2311,"BOLIN RD, ALBANY",None,4
2312,"BOLIN RD, ALBANY",R,2
2313,"TERRELL RD, ATHENS",D,10
2314,"TERRELL RD, ATHENS",None,13
2315,"TERRELL RD, ATHENS",R,2
2316,"SAND ROCK RD, COOLVILLE",D,1
2317,"SAND ROCK RD, COOLVILLE",None,1
2318,"SAND ROCK RD, COOLVILLE",R,3
2319,"CARBONDALE RD, NELSONVILLE",None,18
2320,"CARBONDALE RD, NELSONVILLE",R,1
2321,"CARBONDALE RD, NELSONVILLE",D,4
2322,"MESAROS RD, GLOUSTER",None,5
2323,"MESAROS RD, GLOUSTER",R,3
2324,"MESAROS RD, GLOUSTER",D,1
2325,"FREMONT ST, ATHENS",None,7
2326,"W WILSON RD, ATHENS",None,18
2327,"W WILSON RD, ATHENS",R,3
2328,"W WILSON RD, ATHENS",D,3
2329,"BYARD ST, ATHENS",None,5
2330,"CULLISON RD, NELSONVILLE",None,14
