,STREET,AGE_RANGE,PARTY_AFFILIATION
5276,"DEPUE RD, MCARTHUR",65+,None
5277,"DEPUE RD, MCARTHUR",45-64,R
5278,"W SOUTH ST, MCARTHUR",45-64,None
5279,"N MARKET ST, MCARTHUR",65+,None
5280,"DEPUE RD, MCARTHUR",45-64,R
5281,"LOCUST GROVE RD, MCARTHUR",45-64,R
5282,"AIRPORT RD, NEW PLYMOUTH",65+,None
5283,"E MILL ST, MCARTHUR",45-64,None
5284,"KING RD, MCARTHUR",65+,R
5285,"SHEETS MCCOY RD, NEW PLYMOUTH",45-64,D
5286,"KING RD, MCARTHUR",65+,R
5287,"GRAVES RD, LONDONDERRY",24-44,None
5288,"OWINGS RD, MCARTHUR",65+,None
5289,"W MILL ST, MCARTHUR",65+,D
5290,"LOCUST GROVE RD, MCARTHUR",45-64,None
5291,"SIVERLY CREEK RD, MCARTHUR",45-64,None
5292,"SIVERLY CREEK RD, MCARTHUR",45-64,None
5293,"ST RT 93 S, CREOLA",65+,R
5294,"ST RT 93 S, CREOLA",65+,R
5295,"MALONE RD, RADCLIFF",45-64,None
5296,"ST RT 278, MCARTHUR",65+,None
5297,"BOLAR RD, MCARTHUR",45-64,None
5298,"HICKORY ST, ZALESKI",45-64,D
5299,"CARPENTER RD, RAY",45-64,D
5300,"MOUND HILL RD, ALBANY",65+,None
5301,"MASH HILL RD, MCARTHUR",24-44,R
5302,"MARTINDILL RD, MCARTHUR",45-64,R
5303,"W HIGH ST, MCARTHUR",65+,D
5304,"ST RT 93, HAMDEN",65+,None
5305,"GARRETT RIDGE RD, MCARTHUR",45-64,R
5306,"GARRETT RIDGE RD, MCARTHUR",65+,R
5307,"SIVERLY CREEK RD, MCARTHUR",45-64,None
5308,"PRATTSVILLE RD, MCARTHUR",45-64,R
5309,"ST RT 327, LONDONDERRY",45-64,None
5310,"PRATTSVILLE RD, MCARTHUR",24-44,R
5311,"MOUND HILL RD, RADCLIFF",45-64,R
5312,"CHURCH ST, HAMDEN",45-64,R
5313,"VANDYKE RD, NEW MARSHFIELD",45-64,None
5314,"WOODFIELD DR, NEW PLYMOUTH",45-64,R
5315,"KNOX RD, RADCLIFF",24-44,R
5316,"N MCKINNIS AVE, HAMDEN",45-64,R
5317,"MOUNT OLIVE RD, MCARTHUR",45-64,D
5318,"BOLAR RD, MCARTHUR",65+,R
5319,"ST RT 93, LOGAN",45-64,None
5320,"US HIGHWAY 50, MCARTHUR",65+,R
5321,"ST RT 328, NEW PLYMOUTH",45-64,None
5322,"E NORTH ST, MCARTHUR",65+,R
5323,"E NORTH ST, MCARTHUR",65+,R
5324,"US HIGHWAY 50, MCARTHUR",65+,R
5325,"ST RT 683, MCARTHUR",24-44,R
5326,"LOCKER PLANT RD, MCARTHUR",45-64,None
5327,"ST RT 683, MCARTHUR",45-64,None
5328,"US HIGHWAY 50, MCARTHUR",45-64,None
5329,"KELLY RD, RAY",45-64,None
5330,"ST RT 683, MCARTHUR",45-64,R
5331,"BROOKS MARTIN RD, MCARTHUR",45-64,None
5332,"DEPUE RD, MCARTHUR",24-44,R
5333,"US HIGHWAY 50, ALBANY",65+,None
5334,"WILKESVILLE ST, HAMDEN",65+,R
5335,"ST RT 56, CREOLA",65+,None
5336,"HART RIDGE RD, MCARTHUR",45-64,R
5337,"EAGLE MILLS RD, LONDONDERRY",65+,R
5338,"ST RT 689, ALBANY",45-64,R
5339,"ST RT 689, ALBANY",45-64,R
5340,"US HIGHWAY 50, MCARTHUR",45-64,None
5341,"CIRCLE DR, MCARTHUR",65+,None
5342,"GREY RD, VINTON",65+,R
5343,"NEWSOM RD, VINTON",45-64,R
5344,"DONAHUE RD, VINTON",65+,R
5345,"HAWK STATION RD, VINTON",65+,None
5346,"US HIGHWAY 50, MCARTHUR",45-64,None
5347,"US HIGHWAY 50, LONDONDERRY",45-64,R
5348,"LOCUST GROVE RD, CREOLA",45-64,D
5349,"DONAHUE RD, VINTON",65+,None
5350,"DONAHUE RD, VINTON",65+,None
5351,"ST RT 160, VINTON",65+,R
5352,"HAWK STATION RD, VINTON",45-64,R
5353,"NEWSOM RD, VINTON",45-64,R
5354,"US HIGHWAY 50, MCARTHUR",65+,R
5355,"DONAHUE RD, VINTON",45-64,R
5356,"ST RT 327, LAURELVILLE",65+,D
5357,"WOOLWEAVER AVE, HAMDEN",65+,None
5358,"US HIGHWAY 50, LONDONDERRY",24-44,D
5359,"DUTCH LN, MCARTHUR",24-44,R
5360,"ST RT 324, HAMDEN",24-44,R
5361,"MADISON AVE, MCARTHUR",45-64,None
5362,"ST RT 56, NEW PLYMOUTH",24-44,None
5363,"N MARKET ST, MCARTHUR",24-44,R
5364,"ST RT 93, HAMDEN",24-44,None
5365,"KELLY RD, RAY",65+,R
5366,"COTTRILL RD, RADCLIFF",45-64,R
5367,"ST RT 328, NEW PLYMOUTH",45-64,None
5368,"BROOKS MARTIN RD, MCARTHUR",24-44,R
5369,"MCARTHUR PARK DR, MCARTHUR",65+,R
5370,"TWO MILE RD, NEW PLYMOUTH",45-64,None
5371,"N SECOND ST, ZALESKI",45-64,R
5372,"ST RT 160, VINTON",45-64,None
5373,"US HIGHWAY 50, LONDONDERRY",24-44,None
5374,"STANTON AVE, HAMDEN",24-44,None
5375,"BUNKER HILL RD, MCARTHUR",45-64,None
5376,"N MCKINNIS AVE, HAMDEN",24-44,None
5377,"ST RT 683, MCARTHUR",24-44,None
5378,"MONAHAN AVE, HAMDEN",65+,R
5379,"ENGLE DR, MCARTHUR",45-64,R
5380,"ST RT 683, MCARTHUR",45-64,D
5381,"S MAIN, HAMDEN",24-44,D
5382,"ST RT 56, NEW PLYMOUTH",45-64,None
5383,"CENTENARY RD, MCARTHUR",65+,D
5384,"US HIGHWAY 50, MCARTHUR",45-64,R
5385,"N SUGAR ST, MCARTHUR",24-44,None
5386,"PONETOWN RD, RAY",24-44,R
5387,"E HIGH ST, MCARTHUR",24-44,None
5388,"ST RT 160, RADCLIFF",24-44,R
5389,"EAST FORK RD, LAURELVILLE",24-44,None
5390,"MOUNT OLIVE RD, MCARTHUR",45-64,None
5391,"N MARKET ST, MCARTHUR",65+,R
5392,"N MARKET ST, MCARTHUR",65+,R
5393,"ST RT 160, HAMDEN",45-64,None
5394,"PIERCE LEMAR, HAMDEN",24-44,D
5395,"WOOLWEAVER AVE, HAMDEN",24-44,D
5396,"E MAIN ST, MCARTHUR",45-64,R
5397,"WOLF HILL RD, MCARTHUR",24-44,None
5398,"W MAIN ST, MCARTHUR",45-64,R
5399,"ST RT 683, MCARTHUR",0-24,None
5400,"ST RT 93, HAMDEN",65+,R
5401,"ST RT 93, HAMDEN",45-64,R
5402,"WOLF HILL RD, MCARTHUR",65+,D
5403,"ST RT 160, HAMDEN",45-64,R
5404,"MINNIE WHITE RD, NEW PLYMOUTH",45-64,None
5405,"MINNIE WHITE RD, NEW PLYMOUTH",45-64,None
5406,"KELLY RD, RAY",24-44,None
5407,"ST RT 93 S, CREOLA",0-24,R
5408,"GOOSECREEK RD, MCARTHUR",65+,None
5409,"KELLY RD, RAY",45-64,R
5410,"E CENTRAL AVE, HAMDEN",24-44,None
5411,"PRETTY RUN RD, MCARTHUR",45-64,None
5412,"CHILLICOTHE ST, HAMDEN",45-64,None
5413,"ST RT 327, LONDONDERRY",24-44,R
5414,"BROOKS MARTIN RD, MCARTHUR",24-44,None
5415,"S MARKET ST, MCARTHUR",45-64,R
5416,"S MARKET ST, MCARTHUR",65+,R
5417,"AUTA AVE, HAMDEN",24-44,None
5418,"MARTINDILL RD, MCARTHUR",24-44,R
5419,"WOLF HILL RD, MCARTHUR",24-44,None
5420,"ST RT 160, RADCLIFF",24-44,R
5421,"MURPHY RD, MCARTHUR",65+,R
5422,"MURPHY RD, MCARTHUR",24-44,R
5423,"MURPHY RD, MCARTHUR",24-44,R
5424,"MURPHY RD, MCARTHUR",24-44,None
5425,"LOCUST GROVE RD, MCARTHUR",45-64,R
5426,"LOCUST GROVE RD, MCARTHUR",65+,R
5427,"ST RT 683, MCARTHUR",0-24,R
5428,"CREOLA CEMETERY RD, CREOLA",65+,None
5429,"S MAIN, HAMDEN",24-44,None
5430,"N FIRST ST, ZALESKI",24-44,None
5431,"S MAIN, HAMDEN",24-44,R
5432,"E NORTH ST, MCARTHUR",24-44,None
5433,"ST RT 93, HAMDEN",45-64,R
5434,"MURPHY RD, MCARTHUR",45-64,None
5435,"BROOKS MARTIN RD, MCARTHUR",45-64,None
5436,"CHURCH ST, HAMDEN",45-64,None
5437,"ST RT 327, LONDONDERRY",45-64,R
5438,"US HIGHWAY 50, MCARTHUR",24-44,R
5439,"JEFFERSON AVE, MCARTHUR",24-44,None
5440,"LIVELY RIDGE RD, ALBANY",24-44,None
5441,"MALONE RD, RADCLIFF",65+,None
5442,"ST RT 160, RADCLIFF",24-44,None
5443,"ENGLE DR, MCARTHUR",24-44,None
5444,"EAGLE MILLS RD, LONDONDERRY",24-44,None
5445,"N MARKET ST, MCARTHUR",45-64,R
5446,"BOLAR RD, MCARTHUR",65+,R
5447,"GRAVES RD, LONDONDERRY",0-24,None
5448,"OLD STATE RD, MCARTHUR",24-44,None
5449,"DEPUE RD, MCARTHUR",24-44,None
5450,"CHILLICOTHE ST, HAMDEN",45-64,None
5451,"NORTH FAIRVIEW RD, LOGAN",45-64,None
5452,"S MARKET ST, MCARTHUR",24-44,None
5453,"S MARKET ST, MCARTHUR",24-44,D
5454,"CLARK RD, RAY",45-64,None
5455,"ST RT 683, MCARTHUR",45-64,R
5456,"W SOUTH ST, MCARTHUR",0-24,None
5457,"KNOX RD, RADCLIFF",24-44,R
5458,"LOCUST GROVE RD, MCARTHUR",65+,None
5459,"ENGLE DR, MCARTHUR",45-64,R
5460,"ST RT 328, NEW PLYMOUTH",65+,None
5461,"SAM RUSSELL RD, HAMDEN",24-44,None
5462,"E NORTH ST, MCARTHUR",0-24,R
5463,"WOLF HILL RD, MCARTHUR",0-24,None
5464,"N MARKET ST, MCARTHUR",0-24,None
5465,"ST RT 683, MCARTHUR",24-44,None
5466,"ENGLE DR, MCARTHUR",65+,R
5467,"PRATTSVILLE RD, MCARTHUR",24-44,None
5468,"THOMPSON RD, RAY",45-64,R
5469,"ST RT 327, LONDONDERRY",0-24,None
5470,"S MARKET ST, MCARTHUR",45-64,None
5471,"ST RT 93 N, MCARTHUR",0-24,R
5472,"BUNKER HILL RD, MCARTHUR",65+,None
5473,"BROOKS MARTIN RD, MCARTHUR",24-44,None
5474,"ST RT 683, MCARTHUR",24-44,None
5475,"MORGAN RD, MCARTHUR",24-44,None
5476,"ENGLE DR, MCARTHUR",45-64,None
5477,"HARKINS CHAPEL RD, ALBANY",65+,None
5478,"PERRY RIDGE RD, RADCLIFF",24-44,None
5479,"ST RT 93, HAMDEN",45-64,D
5480,"KNOX RD, RADCLIFF",24-44,None
5481,"RADCLIFF RD, RADCLIFF",65+,None
5482,"N SECOND ST, ZALESKI",65+,None
5483,"VINTON STATION RD, MCARTHUR",65+,None
5484,"CHILLICOTHE ST, HAMDEN",65+,None
5485,"SIVERLY CREEK RD, MCARTHUR",45-64,None
5486,"ST RT 327, LONDONDERRY",65+,None
5487,"BEECHGROVE RD, LONDONDERRY",24-44,None
5488,"CLAYPOOL HOLLOW RD, MCARTHUR",24-44,None
5489,"BROOKS MARTIN RD, MCARTHUR",45-64,R
5490,"FAIRVIEW AVE, MCARTHUR",45-64,None
5491,"SAM RUSSELL RD, HAMDEN",45-64,None
5492,"CLARK RD, RAY",45-64,None
5493,"GOOSECREEK RD, MCARTHUR",65+,None
5494,"N PEARL ST, MCARTHUR",45-64,None
5495,"GOOSECREEK RD, MCARTHUR",45-64,None
5496,"LAKEVIEW RD, HAMDEN",24-44,None
5497,"N PEARL ST, MCARTHUR",45-64,None
5498,"THOMPSON ST, MCARTHUR",45-64,None
5499,"S PEARL ST, MCARTHUR",24-44,None
5500,"CHURCH ST, HAMDEN",24-44,None
5501,"S MAIN, HAMDEN",65+,None
5502,"ST RT 93, HAMDEN",45-64,None
5503,"EAST FORK RD, LAURELVILLE",24-44,None
5504,"ST RT 93, HAMDEN",24-44,None
5505,"STANTON AVE, HAMDEN",24-44,None
5506,"E MAIN ST, MCARTHUR",45-64,None
5507,"E NORTH ST, MCARTHUR",24-44,None
5508,"BETHEL RD, NEW PLYMOUTH",24-44,None
5509,"MT ZION RD, MCARTHUR",24-44,None
5510,"PONETOWN RD, RAY",24-44,None
5511,"GRAVES RD, LONDONDERRY",24-44,None
5512,"THOMPSON RD, RAY",24-44,None
5513,"ST RT 93 N, MCARTHUR",24-44,None
5514,"AIRPORT RD, NEW PLYMOUTH",45-64,None
5515,"DUNCAN SQ, MCARTHUR",24-44,None
5516,"PIERCE LEMAR, HAMDEN",24-44,None
5517,"CARPENTER RD, MCARTHUR",24-44,None
5518,"WOOLWEAVER AVE, HAMDEN",24-44,None
5519,"ENGLE DR, MCARTHUR",45-64,None
5520,"S WALNUT ST, MCARTHUR",24-44,None
5521,"MOUNT OLIVE RD, MCARTHUR",65+,R
5522,"ST RT 327, RAY",65+,R
5523,"ST RT 683, MCARTHUR",65+,R
5524,"CIRCLE DR, MCARTHUR",65+,None
5525,"ST RT 93, HAMDEN",65+,None
5526,"S MILL ST, WILKESVILLE",45-64,None
5527,"MCVEY RD, CREOLA",65+,D
5528,"DEPUE RD, MCARTHUR",65+,None
5529,"ZIMMERMAN RD, ALBANY",65+,None
5530,"OLD RT 50, LONDONDERRY",45-64,None
5531,"MCVEY RD, CREOLA",65+,D
5532,"ZIMMERMAN RD, ALBANY",65+,R
5533,"OLD RT 50, LONDONDERRY",45-64,None
5534,"W MAIN ST, MCARTHUR",65+,None
5535,"SAM RUSSELL RD, HAMDEN",45-64,R
5536,"FITZPATRICK RD, RADCLIFF",45-64,R
5537,"W MILL ST, MCARTHUR",65+,D
5538,"W MILL ST, MCARTHUR",65+,R
5539,"GOOSECREEK RD, MCARTHUR",45-64,D
5540,"MURPHY REMY RD, MCARTHUR",65+,R
5541,"MASH HILL RD, MCARTHUR",65+,D
5542,"MOUND HILL RD, ALBANY",45-64,R
5543,"SIVERLY CREEK RD, MCARTHUR",65+,None
5544,"SIVERLY CREEK RD, MCARTHUR",24-44,None
5545,"HAWK STATION RD, WELLSTON",65+,D
5546,"NARROWS RD, SOUTH BLOOMINGVILLE",45-64,R
5547,"PONETOWN RD, RAY",65+,None
5548,"HAWK STATION RD, WELLSTON",45-64,None
5549,"PONETOWN RD, RAY",65+,None
5550,"ENGLE DR, MCARTHUR",45-64,D
5551,"ST RT 327, LAURELVILLE",65+,None
5552,"ST RT 327, LONDONDERRY",45-64,None
5553,"ST RT 327, LONDONDERRY",45-64,None
5554,"ENGLE DR, MCARTHUR",65+,None
5555,"ST RT 327, LAURELVILLE",45-64,None
5556,"STEVENS BRANCH RD, LONDONDERRY",65+,R
5557,"UNION RIDGE RD, ALBANY",24-44,None
5558,"CHILLICOTHE ST, HAMDEN",65+,D
5559,"ASHMORE RD, MCARTHUR",45-64,R
5560,"NICHOLS RD, LONDONDERRY",45-64,R
5561,"KELLY RD, RAY",65+,R
5562,"S MAIN, HAMDEN",65+,R
5563,"FAIR AVE, MCARTHUR",65+,R
5564,"BROOKS MARTIN RD, MCARTHUR",45-64,R
5565,"LIVELY RIDGE RD, ALBANY",65+,R
5566,"ELM ST, HAMDEN",65+,None
5567,"ELM ST, HAMDEN",65+,None
5568,"CENTENARY RD, MCARTHUR",45-64,None
5569,"CARPENTER RD, RAY",45-64,None
5570,"CHILLICOTHE ST, HAMDEN",65+,None
5571,"WOLF HILL RD, MCARTHUR",45-64,None
5572,"CENTENARY RD, MCARTHUR",45-64,D
5573,"THOMPSON ST, MCARTHUR",45-64,R
5574,"ZION RD, HAMDEN",65+,R
5575,"PONETOWN RD, RAY",45-64,R
5576,"PONETOWN RD, RAY",45-64,None
5577,"PONETOWN RD, RAY",45-64,None
5578,"PONETOWN RD, RAY",45-64,None
5579,"US HIGHWAY 50, MCARTHUR",45-64,R
5580,"US HIGHWAY 50, MCARTHUR",45-64,R
5581,"CARPENTER RD, RAY",65+,R
5582,"KELLY RD, RAY",45-64,R
5583,"ST RT 683, MCARTHUR",45-64,R
5584,"ST RT 683, MCARTHUR",65+,R
5585,"E NORTH ST, MCARTHUR",65+,R
5586,"CARPENTER RD, RAY",45-64,R
5587,"LOCUST GROVE RD, MCARTHUR",45-64,R
5588,"W SOUTH ST, MCARTHUR",45-64,None
5589,"CREOLA HUE RD, CREOLA",45-64,None
5590,"AIRPORT RD, NEW PLYMOUTH",65+,None
5591,"N MARKET ST, MCARTHUR",65+,None
5592,"ST RT 683, MCARTHUR",45-64,R
5593,"ST RT 93 N, MCARTHUR",45-64,D
5594,"ST RT 683, MCARTHUR",45-64,R
5595,"OLD MCARTHUR RD, MCARTHUR",65+,None
5596,"ST RT 327, RAY",65+,R
5597,"ST RT 327, RAY",65+,R
5598,"FAIRVIEW AVE, MCARTHUR",45-64,D
5599,"HICKORY ST, ZALESKI",45-64,D
5600,"GENG RD, CREOLA",45-64,R
5601,"GENG RD, CREOLA",45-64,R
5602,"SHEETS MCCOY RD, NEW PLYMOUTH",45-64,None
5603,"KELLY RD, RAY",65+,D
5604,"WOOLWEAVER AVE, HAMDEN",45-64,None
5605,"BOLAR RD, MCARTHUR",65+,D
5606,"STANTON AVE, HAMDEN",45-64,D
5607,"FOUT RD, LONDONDERRY",65+,None
5608,"FOUT RD, LONDONDERRY",65+,None
5609,"THOMPSON RD, RAY",24-44,R
5610,"N BOUNDARY AVE, MCARTHUR",45-64,R
5611,"MCARTHUR AVE, MCARTHUR",45-64,R
5612,"INFIRMARY RD, MCARTHUR",45-64,R
5613,"BOLAR RD, MCARTHUR",45-64,R
5614,"S BUFFALO ST, HAMDEN",45-64,D
5615,"ST RT 160, HAMDEN",24-44,None
5616,"N SUGAR ST, MCARTHUR",24-44,None
5617,"US HIGHWAY 50, MCARTHUR",65+,None
5618,"GOOSECREEK RD, MCARTHUR",45-64,R
5619,"HART RIDGE RD, MCARTHUR",24-44,R
5620,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,D
5621,"LOCUST GROVE RD, CREOLA",65+,R
5622,"ST RT 683, MCARTHUR",45-64,R
5623,"OLD DIXON RD, MCARTHUR",45-64,R
5624,"WOODGEARD RD, CREOLA",45-64,None
5625,"MOUND HILL RD, ALBANY",65+,R
5626,"UNION RIDGE RD, ALBANY",45-64,R
5627,"S FIRST ST, ZALESKI",65+,None
5628,"WILT RD, LONDONDERRY",65+,R
5629,"MACEDONIA RD, SOUTH BLOOMINGVILLE",45-64,None
5630,"INFIRMARY RD, MCARTHUR",24-44,R
5631,"US HIGHWAY 50, ALBANY",65+,D
5632,"MT ZION RD, MCARTHUR",45-64,R
5633,"US HIGHWAY 50, MCARTHUR",45-64,R
5634,"PONETOWN RD, RAY",45-64,R
5635,"CIRCLE DR, MCARTHUR",45-64,R
5636,"UNION RIDGE RD, ALBANY",45-64,D
5637,"CRESCENT ST, ZALESKI",65+,D
5638,"BETHEL RD, NEW PLYMOUTH",45-64,R
5639,"S MAIN, HAMDEN",65+,None
5640,"US HIGHWAY 50, MCARTHUR",45-64,R
5641,"OLD RT 50, LONDONDERRY",65+,None
5642,"OLD RT 50, LONDONDERRY",65+,None
5643,"EAST FORK RD, LAURELVILLE",45-64,None
5644,"EAST FORK RD, LAURELVILLE",45-64,None
5645,"BENNER RD, HAMDEN",65+,None
5646,"BENNER RD, HAMDEN",65+,None
5647,"ST RT 671, LONDONDERRY",45-64,R
5648,"W SOUTH ST, MCARTHUR",24-44,R
5649,"ST RT 93, HAMDEN",45-64,R
5650,"US HIGHWAY 50, MCARTHUR",24-44,None
5651,"GARRETT RIDGE RD, MCARTHUR",45-64,R
5652,"US HIGHWAY 50, MCARTHUR",65+,None
5653,"US HIGHWAY 50, MCARTHUR",65+,None
5654,"ST RT 160, VINTON",65+,D
5655,"US HIGHWAY 50, LONDONDERRY",65+,None
5656,"ST RT 160, VINTON",45-64,R
5657,"OLD STATE RD, MCARTHUR",65+,R
5658,"COMMERCIAL SQ, ZALESKI",65+,R
5659,"OLD STATE RD, MCARTHUR",45-64,None
5660,"ST RT 160, VINTON",65+,R
5661,"US HIGHWAY 50, RAY",65+,R
5662,"US HIGHWAY 50, LONDONDERRY",45-64,None
5663,"OLD STATE RD, MCARTHUR",65+,R
5664,"US HIGHWAY 50, MCARTHUR",65+,D
5665,"OLD STATE RD, MCARTHUR",65+,R
5666,"HAWK STATION RD, VINTON",65+,R
5667,"MORGAN RD, MCARTHUR",24-44,R
5668,"MORGAN RD, MCARTHUR",24-44,R
5669,"E NORTH ST, MCARTHUR",24-44,R
5670,"WILT RD, LONDONDERRY",45-64,None
5671,"NEWSOM RD, VINTON",65+,D
5672,"MCARTHUR PARK DR, MCARTHUR",65+,R
5673,"US HIGHWAY 50, MCARTHUR",24-44,R
5674,"W MILL ST, MCARTHUR",24-44,None
5675,"POWDER PLANT RD, MCARTHUR",45-64,R
5676,"CURRY RD, MCARTHUR",24-44,R
5677,"MACEDONIA RD, SOUTH BLOOMINGVILLE",65+,R
5678,"RANDERSON RD, MCARTHUR",65+,None
5679,"MORGAN RD, MCARTHUR",45-64,R
5680,"ST RT 328, MCARTHUR",45-64,None
5681,"ST RT 93 N, MCARTHUR",45-64,None
5682,"UNION RIDGE RD, ALBANY",24-44,None
5683,"CARPENTER RD, RAY",65+,None
5684,"MT ZION RD, MCARTHUR",24-44,None
5685,"CLAYPOOL HOLLOW RD, MCARTHUR",45-64,R
5686,"ST RT 324, HAMDEN",45-64,R
5687,"MOUNT OLIVE RD, MCARTHUR",24-44,None
5688,"OLD RT 50, LONDONDERRY",24-44,R
5689,"WEST JUNCTION RD, RAY",45-64,R
5690,"CLARK RD, RAY",45-64,R
5691,"ST RT 327, LONDONDERRY",65+,R
5692,"WILT RD, LONDONDERRY",45-64,R
5693,"E NORTH ST, MCARTHUR",24-44,D
5694,"N SECOND ST, ZALESKI",45-64,R
5695,"E HIGH ST, MCARTHUR",45-64,D
5696,"W HIGH ST, MCARTHUR",24-44,None
5697,"ST RT 683, MCARTHUR",65+,R
5698,"PRETTY RUN RD, MCARTHUR",45-64,None
5699,"ST RT 278, MCARTHUR",0-24,R
5700,"ST RT 683, MCARTHUR",45-64,R
5701,"PRATTSVILLE RD, MCARTHUR",45-64,None
5702,"ST RT 324, HAMDEN",45-64,R
5703,"EAGLE MILLS RD, LONDONDERRY",45-64,R
5704,"OVERVIEW DR, MCARTHUR",24-44,D
5705,"FOUT RD, LONDONDERRY",24-44,R
5706,"SECOND ST, HAMDEN",24-44,None
5707,"WOODGEARD RD, CREOLA",24-44,None
5708,"US HIGHWAY 50, MCARTHUR",65+,R
5709,"US HIGHWAY 50, RAY",24-44,None
5710,"MOUNT OLIVE RD, MCARTHUR",24-44,None
5711,"ST RT 160, VINTON",45-64,None
5712,"PONETOWN RD, RAY",65+,None
5713,"NORTH RUN RD, ALBANY",65+,R
5714,"KELLY RD, RAY",45-64,R
5715,"BUNKER HILL RD, MCARTHUR",24-44,None
5716,"HAWK STATION RD, WELLSTON",45-64,R
5717,"ENGLE DR, MCARTHUR",45-64,None
5718,"GOOSECREEK RD, MCARTHUR",45-64,None
5719,"KOTTCAMP RD, HAMDEN",45-64,None
5720,"CHILLICOTHE ST, HAMDEN",45-64,None
5721,"W MAIN ST, MCARTHUR",45-64,R
5722,"GOOSECREEK RD, MCARTHUR",45-64,None
5723,"WOODGEARD RD, CREOLA",65+,R
5724,"WHEELABOUT RD, MCARTHUR",45-64,None
5725,"RADCLIFF RD, RADCLIFF",24-44,None
5726,"E CENTRAL AVE, HAMDEN",24-44,None
5727,"WOODFIELD DR, NEW PLYMOUTH",45-64,R
5728,"RANDERSON RD, MCARTHUR",24-44,R
5729,"CURRY RD, MCARTHUR",24-44,None
5730,"ST RT 160, HAMDEN",24-44,None
5731,"US HIGHWAY 50, MCARTHUR",45-64,R
5732,"MORGAN RD, MCARTHUR",24-44,R
5733,"N MARKET ST, MCARTHUR",45-64,R
5734,"SAM RUSSELL RD, HAMDEN",45-64,D
5735,"OLD RT 50, LONDONDERRY",65+,None
5736,"GORRELL RD, HAMDEN",24-44,R
5737,"VETERANS MEMORIAL DR, MCARTHUR",24-44,None
5738,"SIVERLY CREEK RD, MCARTHUR",0-24,R
5739,"E HIGH ST, MCARTHUR",0-24,None
5740,"WOLF HILL RD, MCARTHUR",0-24,None
5741,"E NORTH ST, MCARTHUR",0-24,D
5742,"SIVERLY CREEK RD, MCARTHUR",0-24,R
5743,"ENGLE DR, MCARTHUR",24-44,D
5744,"LOCUST GROVE RD, MCARTHUR",65+,None
5745,"N MARKET ST, MCARTHUR",45-64,R
5746,"ST RT 327, LONDONDERRY",65+,R
5747,"WOODFIELD DR, NEW PLYMOUTH",45-64,None
5748,"PUMPKIN RIDGE RD, NEW PLYMOUTH",65+,D
5749,"SAM RUSSELL RD, HAMDEN",45-64,R
5750,"INFIRMARY RD, MCARTHUR",24-44,None
5751,"MINERTON RD, VINTON",45-64,R
5752,"OLD RT 50, LONDONDERRY",45-64,R
5753,"GRAVES RD, LONDONDERRY",0-24,None
5754,"ST RT 93, HAMDEN",65+,None
5755,"ST RT 93, HAMDEN",65+,None
5756,"BUTTERMILK RD, RAY",24-44,None
5757,"ZION RD, HAMDEN",0-24,None
5758,"ST RT 683, MCARTHUR",24-44,None
5759,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,None
5760,"N SUGAR ST, MCARTHUR",45-64,None
5761,"US HIGHWAY 50, MCARTHUR",0-24,None
5762,"PRATTSVILLE RD, MCARTHUR",0-24,R
5763,"S MARKET ST, MCARTHUR",0-24,D
5764,"CENTENARY RD, MCARTHUR",45-64,None
5765,"WILKESVILLE ST, HAMDEN",24-44,None
5766,"US HIGHWAY 50, LONDONDERRY",24-44,R
5767,"OLD RT 50, LONDONDERRY",0-24,None
5768,"ST RT 93 S, CREOLA",0-24,None
5769,"FAIRVIEW RD, RAY",45-64,R
5770,"VINTON STATION RD, MCARTHUR",45-64,None
5771,"VINTON STATION RD, MCARTHUR",45-64,R
5772,"ST RT 93, HAMDEN",0-24,None
5773,"S MARKET ST, MCARTHUR",0-24,None
5774,"NORTH FAIRVIEW RD, LOGAN",45-64,R
5775,"SAM RUSSELL RD, HAMDEN",45-64,None
5776,"ST RT 56, NEW PLYMOUTH",45-64,None
5777,"SIVERLY CREEK RD, MCARTHUR",65+,None
5778,"SIVERLY CREEK RD, MCARTHUR",45-64,None
5779,"WOLF HILL RD, MCARTHUR",45-64,None
5780,"MORGAN RD, MCARTHUR",65+,None
5781,"PONETOWN RD, RAY",45-64,None
5782,"PRETTY RUN RD, MCARTHUR",65+,None
5783,"SIVERLY CREEK RD, MCARTHUR",65+,None
5784,"FAIRVIEW AVE, MCARTHUR",24-44,None
5785,"OLD RT 50, LONDONDERRY",45-64,None
5786,"BEECHGROVE RD, LONDONDERRY",45-64,R
5787,"E CENTRAL AVE, HAMDEN",65+,None
5788,"CARPENTER RD, RAY",45-64,None
5789,"ST RT 160, RADCLIFF",65+,None
5790,"MOUND HILL RD, ALBANY",65+,None
5791,"ST RT 93, HAMDEN",45-64,None
5792,"CREOLA HUE RD, CREOLA",65+,None
5793,"CREOLA HUE RD, CREOLA",45-64,None
5794,"THOMPSON RD, RAY",24-44,None
5795,"US HIGHWAY 50, MCARTHUR",65+,D
5796,"BEECHGROVE RD, LONDONDERRY",45-64,None
5797,"CLIPNER RD, LONDONDERRY",45-64,None
5798,"DICKEY RD, RAY",24-44,None
5799,"BROOKS MARTIN RD, MCARTHUR",65+,None
5800,"ENGLE DR, MCARTHUR",65+,None
